diagnosis,count,percentage,global,irrelevant,local
atrial flutter with high degree a-v block with pvc(s),1,0.0,1,0,1
sinus tachycardia with intermittent conduction defect with borderline 1st degree a-v block,1,0.0,1,0,0
sinus tachycardia with sinus arrhythmia with aberrantly conducted supraventricular complexes with borderline 1st degree a-v block,1,0.0,1,0,1
sinus bradycardia with aberrantly conducted supraventricular complexes with frequent multifocal pvcs with 1st degree a-v block,1,0.0,1,0,1
possible ectopic atrial rhythm with 2:1 a-v block,1,0.0,1,0,0
sinus bradycardia with 2:1 a-v block.,1,0.0,1,0,0
possible ectopic atrial bradycardia with aberrantly conducted supraventricular complexes with interpolated pvc(s),1,0.0,1,0,1
inferior/lateral t wave changes suggest myocardial infarct,1,0.0,1,0,1
lead(s) unsuitable for analysis: i avl v1 v2,1,0.0,0,1,0
lead(s) unsuitable for analysis: i iii avl avf v2 v4.,1,0.0,0,1,0
sinus tachycardia with aberrantly conducted supraventricular complexes with interpolated pvcs.,1,0.0,1,0,1
sinus rhythm with aberrantly conducted supraventricular complexes with multifocal pvcs with pac(s).,1,0.0,1,0,1
sinus bradycardia with aberrantly conducted supraventricular complexes with pvcs with borderline 1st degree a-v block.,1,0.0,1,0,1
sinus rhythm with paroxysmal idioventricular rhythm with borderline 1st degree a-v block,1,0.0,1,0,0
sinus tachycardia with occasional pacs with borderline 1st degree a-v block.,1,0.0,1,0,1
lead(s) unsuitable for analysis: ii iii avr avf v1,1,0.0,0,1,0
lead(s) unsuitable for analysis: iii avf v2 v3,1,0.0,0,1,0
sinus bradycardia with aberrantly conducted supraventricular complexes with interpolated pvc(s) with borderline 1st degree a-v block,1,0.0,1,0,1
atrial flutter with slow ventricular response with pvc(s).,1,0.0,1,0,1
"extensive st elevation, consider recent extensive infarction",1,0.0,1,0,1
lead(s) unsuitable for analysis: ii iii avr avl avf v1 v2 v5 v6,1,0.0,0,1,0
lead(s) unsuitable for analysis: ii iii avr avl avf v2 v5 v6,1,0.0,0,1,0
lead(s) unsuitable for analysis: ii iii avr avf v5,1,0.0,0,1,0
possible junctional bradycardia.,1,0.0,1,0,0
sinus rhythm with aberrantly conducted supraventricular complexes with pac(s) with 1st degree a-v block,1,0.0,1,0,1
irregular ectopic atrial bradycardia with undetermined irregularity.,1,0.0,1,0,1
lead(s) unsuitable for analysis: ii iii avr avl avf v1 v5 v6,1,0.0,0,1,0
anterior st-t changes are borderline,1,0.0,1,0,1
irregular ectopic atrial tachycardia with pvcs,1,0.0,1,0,1
"baseline wander in lead(s) v2,v6",1,0.0,0,1,0
inferior and anterior st-t changes suggest myocardial ischemia,1,0.0,1,0,1
with fusion complexes with pac(s),1,0.0,1,0,1
sinus tachycardia with aberrantly conducted supraventricular complexes with multifocal interpolated pvcs,1,0.0,1,0,1
probable atrial fibrillation with rapid ventricular response with intermittent conduction defect.,1,0.0,1,0,0
sinus rhythm with frequent pvcs with pacs with 1st degree a-v block.,1,0.0,1,0,1
sinus rhythm with pac(s) with pvc(s),1,0.0,1,0,1
sinus rhythm with aberrantly conducted supraventricular complexes with multifocal pvcs with 1st degree a-v block,1,0.0,1,0,1
sinus bradycardia with multifocal interpolated pvcs with 1st degree a-v block.,1,0.0,1,0,1
sinus tachycardia with frequent multifocal pvcs with pacs,1,0.0,1,0,1
lead(s) unsuitable for analysis: ii avr v5,1,0.0,0,1,0
probable accelerated junctional rhythm with frequent multifocal pvcs.,1,0.0,1,0,1
sinus tachycardia with aberrantly conducted supraventricular complexes with multifocal pvcs with pacs.,1,0.0,1,0,1
sinus tachycardia with pvc(s) with pac(s) with 1st degree a-v block,1,0.0,1,0,1
sinus tachycardia with sinus arrhythmia with frequent pvcs with 1st degree a-v block.,1,0.0,1,0,1
sinus rhythm with aberrantly conducted supraventricular complexes with multifocal interpolated pvcs.,1,0.0,1,0,1
atrial flutter with uncontrolled ventricular response with pvc(s),1,0.0,1,0,1
atrial flutter with paroxysmal idioventricular rhythm or aberrant ventricular conduction.,1,0.0,1,0,1
sinus rhythm with 2nd degree (mobitz ii) sa block with pvcs,1,0.0,1,0,1
atrial flutter with uncontrolled ventricular response with non-sustained ventricular tachycardia,1,0.0,1,0,0
sinus rhythm with aberrantly conducted supraventricular complexes with frequent multifocal pvcs with pacs,1,0.0,1,0,1
possible ectopic atrial bradycardia with aberrantly conducted supraventricular complexes with pacs,1,0.0,1,0,1
sinus rhythm with frequent multifocal pvcs with pac(s) with 1st degree a-v block.,1,0.0,1,0,1
sinus rhythm with frequent multifocal pvcs with pacs with borderline 1st degree a-v block,1,0.0,1,0,1
atrial flutter with frequent pvcs,1,0.0,1,0,1
lead(s) unsuitable for analysis: i avl v3 v4 v5,1,0.0,0,1,0
atrial flutter with rapid ventricular response with multifocal pvcs or aberrant ventricular conduction,1,0.0,1,0,1
sinus rhythm with 2:1 a-v block with multifocal pvcs,1,0.0,1,0,1
sinus rhythm with aberrantly conducted supraventricular complexes with intermittent conduction defect.,1,0.0,1,0,1
atrial flutter with variable a-v block with frequent multifocal pvcs or aberrant ventricular conduction.,1,0.0,1,0,1
atrial flutter with rapid ventricular response with interpolated pvc(s) or aberrant ventricular conduction,1,0.0,1,0,1
possible atrial flutter with fusion complexes,1,0.0,1,0,1
possible ectopic atrial tachycardia with paroxysmal idioventricular rhythm,1,0.0,1,0,0
sinus arrhythmia with aberrantly conducted supraventricular complexes with 1st degree a-v block,1,0.0,1,0,1
sinus rhythm with aberrantly conducted supraventricular complexes with frequent multifocal pvcs with 1st degree a-v block.,1,0.0,1,0,1
possible atrial flutter with uncontrolled ventricular response with pvcs.,1,0.0,1,0,1
sinus bradycardia with sinus arrhythmia with multifocal pvcs with borderline 1st degree a-v block.,1,0.0,1,0,1
sinus bradycardia with sinus arrhythmia with frequent multifocal pvcs with 1st degree a-v block.,1,0.0,1,0,1
sinus tachycardia with sinus arrhythmia with aberrantly conducted supraventricular complexes with frequent multifocal pvcs.,1,0.0,1,0,1
probable accelerated junctional rhythm with paroxysmal idioventricular rhythm.,1,0.0,1,0,0
irregular ectopic atrial bradycardia with frequent pvcs,1,0.0,1,0,1
sinus rhythm with interpolated pvcs with pacs with borderline 1st degree a-v block.,1,0.0,1,0,1
lead(s) unsuitable for analysis: i iii avl v4 v5,1,0.0,0,1,0
lead(s) unsuitable for analysis: v1 v3 v4 v5,1,0.0,0,1,0
lead(s) unsuitable for analysis: iii v1 v2 v3 v4,1,0.0,0,1,0
anteroseptal st changes are consistent with myocardial ischemia,1,0.0,1,0,1
lead(s) unsuitable for analysis: iii avf v1 v6,1,0.0,0,1,0
lead(s) unsuitable for analysis: ii avr avf v3 v4 v5 v6,1,0.0,0,1,0
lead(s) unsuitable for analysis: i iii avr avl v1 v2 v5 v6,1,0.0,0,1,0
extensive st-t changes may be due to hypertrophy and/or ischemia/digitalis effect,1,0.0,1,0,1
ant/septal and lateral st-t changes,1,0.0,0,0,1
consider recent anterolateral infarction,1,0.0,1,0,0
lead(s) unsuitable for analysis: i ii avr v3 v4 v5 v6,1,0.0,0,1,0
inferior+ant/septal st-t changes are borderline abnormal for age/sex,1,0.0,1,0,1
possible ectopic atrial bradycardia with aberrantly conducted supraventricular complexes with interpolated pvc(s).,1,0.0,1,0,1
inferior + septal st-t changes are nonspecific,1,0.0,0,0,1
lead(s) unsuitable for analysis: ii iii avf v5,1,0.0,0,1,0
lead(s) unsuitable for analysis: i iii avl v4 v5 v6,1,0.0,0,1,0
lead(s) unsuitable for analysis: avr v1 v2 v3 v6,1,0.0,0,1,0
possible ectopic atrial rhythm with aberrantly conducted supraventricular complexes with frequent multifocal pvcs.,1,0.0,1,0,1
possible atrial flutter with uncontrolled ventricular response with multifocal pvcs or aberrant ventricular conduction,1,0.0,1,0,1
sinus tachycardia with pacs with pvcs.,1,0.0,1,0,1
probable atrial fibrillation with slow ventricular response with paroxysmal idioventricular rhythm,1,0.0,1,0,0
lead(s) unsuitable for analysis: ii avr avf v3,1,0.0,0,1,0
lateral st-t changes are possibly secondary to hypertension,1,0.0,1,0,1
lead(s) unsuitable for analysis: i ii avr avf v6,1,0.0,0,1,0
sinus bradycardia with aberrantly conducted supraventricular complexes with pvc(s) with pac(s).,1,0.0,1,0,1
atrial flutter with uncontrolled ventricular response with pvcs.,1,0.0,1,0,1
possible accelerated junctional rhythm with frequent multifocal pvcs,1,0.0,1,0,1
atrial flutter with interpolated pvcs,1,0.0,1,0,1
sinus tachycardia with fusion complexes with 1st degree a-v block,1,0.0,1,0,1
lead(s) unsuitable for analysis: i ii iii avr avl avf v1 v2 v3 v4 v6,1,0.0,0,1,0
lead(s) unsuitable for analysis: ii v1 v2 v3 v4 v6,1,0.0,0,1,0
lead(s) unsuitable for analysis: i avr v1 v2 v3 v4 v6,1,0.0,0,1,0
lead(s) unsuitable for analysis: avl v1 v2 v3 v5 v6,1,0.0,0,1,0
lead(s) unsuitable for analysis: ii avr v4,1,0.0,0,1,0
probable supraventricular tachycardia with pvcs,1,0.0,1,0,1
sinus bradycardia with aberrantly conducted supraventricular complexes with pac(s).,1,0.0,1,0,1
sinus rhythm with frequent multifocal pvcs with pac(s) with 1st degree a-v block,1,0.0,1,0,1
sinus bradycardia with aberrantly conducted supraventricular complexes with multifocal pvcs,1,0.0,1,0,1
probable atrial fibrillation with slow ventricular response with frequent pvcs or aberrant ventricular conduction.,1,0.0,1,0,1
sinus tachycardia with sinus arrhythmia with pacs with 1st degree a-v block,1,0.0,1,0,1
lead(s) unsuitable for analysis: ii iii avr avf v2 v5 v6,1,0.0,0,1,0
lead(s) unsuitable for analysis: avl v2 v3 v4 v5,1,0.0,0,1,0
lead(s) unsuitable for analysis: i avr v1 v2 v3 v4,1,0.0,0,1,0
lead(s) unsuitable for analysis: ii avf v1,1,0.0,0,1,0
lead(s) unsuitable for analysis: i ii avr v1 v2 v6,1,0.0,0,1,0
pacemaker rhythm - no further analysis*,1,0.0,1,0,0
irregular ectopic atrial tachycardia with pac(s).,1,0.0,1,0,1
lead(s) unsuitable for analysis: i iii avr avl avf,1,0.0,0,1,0
anterior st elevation may be a normal variant for age,1,0.0,0,0,1
"missing lead(s): v1 and partial missing lead(s): i,iii",1,0.0,0,1,0
lead(s) unsuitable for analysis: i ii iii avr avf,1,0.0,0,1,0
inferior and septal st elevation - possible early repolarization,1,0.0,1,0,1
lead(s) unsuitable for analysis: i ii iii avl avf v1 v2 v4 v6,1,0.0,0,1,0
lead(s) unsuitable for analysis: ii avr v1 v2 v4,1,0.0,0,1,0
lead(s) unsuitable for analysis: ii v1 v2 v4 v6,1,0.0,0,1,0
lead(s) unsuitable for analysis: i ii avr avl v2 v5 v6,1,0.0,0,1,0
lead(s) unsuitable for analysis: ii iii avl avf v2 v3,1,0.0,0,1,0
atrial fibrillation with uncontrolled ventricular response with multifocal pvcs.,1,0.0,1,0,1
"baseline wander in lead(s) ii,iii,avf,v1",1,0.0,0,1,0
anteroseptal st-t changes are abnormal for age/sex,1,0.0,0,0,1
sinus rhythm with pacs with pvcs with borderline 1st degree a-v block,1,0.0,1,0,1
sinus arrhythmia with aberrantly conducted supraventricular complexes with interpolated pvcs.,1,0.0,1,0,1
extensive st changes are borderline abnormal for age/sex,1,0.0,1,0,1
inferior and ant/septal st-t changes are borderline abnormal,1,0.0,1,0,1
lead(s) unsuitable for analysis: avf v1 v2 v3 v4 v5 v6,1,0.0,0,1,0
extensive t wave changes may be due to myocardial infarction or cva,1,0.0,1,0,1
anterolateral st-t changes are abnormal for age/sex,1,0.0,1,0,1
lead(s) unsuitable for analysis: i avr v1 v6,1,0.0,0,1,0
lead(s) unsuitable for analysis: i ii iii avl avf v1 v3 v4 v5,1,0.0,0,1,0
lead(s) unsuitable for analysis: i avr avl avf v1 v2 v3 v5 v6,1,0.0,0,1,0
extensive t wave changes suggest myocardial ischemia,1,0.0,1,0,1
lead(s) unsuitable for analysis: i iii avl v1 v3 v4 v5 v6,1,0.0,0,1,0
possible accelerated junctional rhythm with interpolated pvc(s),1,0.0,1,0,1
lead(s) unsuitable for analysis: ii avr v1 v4 v5 v6,1,0.0,0,1,0
probable supraventricular tachycardia with pvc(s).,1,0.0,1,0,1
lead(s) unsuitable for analysis: ii avf v2 v3 v4 v5,1,0.0,0,1,0
lead(s) unsuitable for analysis: ii iii avl avf v1 v2 v3 v4 v5 v6,1,0.0,0,1,0
lead(s) unsuitable for analysis: iii v1,1,0.0,0,1,0
inferior/lateral st-t changes suggest possible myocardial ischemia/digitalis effect,1,0.0,1,0,1
lead(s) unsuitable for analysis: i ii iii avl avf v2 v3 v4 v5 v6,1,0.0,0,1,0
atrial flutter with uncontrolled ventricular response with 2:1 a-v block with non-sustained ventricular tachycardia.,1,0.0,1,0,1
possible accelerated junctional rhythm with pvc(s),1,0.0,1,0,1
possible ectopic atrial tachycardia with pvcs with occasional pacs.,1,0.0,1,0,1
atrial flutter with rapid ventricular response with frequent pvcs.,1,0.0,1,0,1
lead(s) unsuitable for analysis: iii v1 v2,1,0.0,0,1,0
inferior+ant/septal st-t changes suggest myocardial infarction,1,0.0,1,0,1
lead(s) unsuitable for analysis: ii v2 v3 v4,1,0.0,0,1,0
lead(s) unsuitable for analysis: avr v1 v2 v3 v4 v5 v6,1,0.0,0,1,0
probable atrial fibrillation with rapid ventricular response with frequent multifocal pvcs,1,0.0,1,0,1
sinus bradycardia with intermittent conduction defect with borderline 1st degree a-v block,1,0.0,1,0,0
sinus arrhythmia are borderline abnormal for age/sex,1,0.0,1,0,0
sinus rhythm with interpolated pvcs with occasional pacs with borderline 1st degree a-v block,1,0.0,1,0,1
irregular ectopic atrial tachycardia with pvc(s).,1,0.0,1,0,1
possible atrial flutter with multifocal interpolated pvcs.,1,0.0,1,0,1
atrial flutter with uncontrolled ventricular response with pvc(s) or aberrant ventricular conduction.,1,0.0,1,0,1
probable accelerated junctional rhythm with intermittent conduction defect,1,0.0,1,0,0
lead(s) unsuitable for analysis: avl v1 v2,1,0.0,0,1,0
lead(s) unsuitable for analysis: v2 v5 v6,1,0.0,0,1,0
faulty v3 - omitted from analysis.,1,0.0,0,1,0
"missing lead(s): v1,v6",1,0.0,0,1,0
lead(s) unsuitable for analysis: ii iii avf v1 v2 v5,1,0.0,0,1,0
atrial flutter with uncontrolled ventricular response with multifocal pvcs or aberrant ventricular conduction.,1,0.0,1,0,1
possible idioventricular rhythm.,1,0.0,1,0,0
sinus bradycardia with aberrantly conducted supraventricular complexes with pvc(s) with pac(s),1,0.0,1,0,1
lead(s) unsuitable for analysis: ii iii avl avf v3,1,0.0,0,1,0
short pr interval are borderline abnormal for age/sex,1,0.0,1,0,1
sinus tachycardia with frequent pvcs with pac(s) with borderline 1st degree a-v block.,1,0.0,1,0,1
extensive t wave changes are consistent with myocardial ischemia,1,0.0,1,0,1
lead(s) unsuitable for analysis: i ii iii avr avl v1 v3,1,0.0,0,1,0
lead(s) unsuitable for analysis: ii iii avr avf v1 v2 v5 v6,1,0.0,0,1,0
lead(s) unsuitable for analysis: iii avf v2 v3 v4 v5,1,0.0,0,1,0
lead(s) unsuitable for analysis: ii iii avr avf v1 v3 v4 v5 v6,1,0.0,0,1,0
anteroseptal t wave changes may be due to myocardial infarction or cva,1,0.0,1,0,1
lead(s) unsuitable for analysis: i ii iii avr avl v3 v4 v5,1,0.0,0,1,0
lead(s) unsuitable for analysis: i iii avr avl avf v1 v2 v3,1,0.0,0,1,0
lead(s) unsuitable for analysis: i ii avr v4 v6,1,0.0,0,1,0
lead(s) unsuitable for analysis: iii v4,1,0.0,0,1,0
lead(s) unsuitable for analysis: i ii iii avr avl avf v1 v2 v3 v4,1,0.0,0,1,0
lead(s) unsuitable for analysis: i ii iii avr avf v1 v2 v6,1,0.0,0,1,0
lead(s) unsuitable for analysis: i avr v3 v4,1,0.0,0,1,0
inferior+ant/septal t wave change are borderline abnormal for age/sex,1,0.0,1,0,1
"baseline wander in lead(s) v4,v5,v6",1,0.0,0,1,0
lead(s) unsuitable for analysis: i ii avf,1,0.0,0,1,0
lead(s) unsuitable for analysis: ii avf v3 v4 v5 v6,1,0.0,0,1,0
anterolateral st changes are borderline abnormal,1,0.0,1,0,1
lead(s) unsuitable for analysis: ii avr v2 v5 v6,1,0.0,0,1,0
lead(s) unsuitable for analysis: i ii iii avr avl avf v1 v2 v4 v6,1,0.0,0,1,0
lead(s) unsuitable for analysis: iii avf v1,1,0.0,0,1,0
lead(s) unsuitable for analysis: ii avf v1 v2 v3 v4 v5 v6,1,0.0,0,1,0
anteroseptal qrs changes may be due to ventricular hypertrophy,1,0.0,1,0,1
lead(s) unsuitable for analysis: avr avf v1,1,0.0,0,1,0
lead(s) unsuitable for analysis: i v1 v3 v4,1,0.0,0,1,0
extensive st elevation suggests post operative pericarditis,1,0.0,1,0,1
lead(s) unsuitable for analysis: i ii iii avl avf v1 v2 v3 v4,1,0.0,0,1,0
"artifact in lead(s) i,ii,iii,avl,v2,v3,v4,v5,v6",1,0.0,0,1,0
q in lateral + septal leads,1,0.0,0,0,1
possible atrial flutter with slow ventricular response with pvc(s) or aberrant ventricular conduction.,1,0.0,1,0,1
irregular ectopic atrial rhythm with frequent multifocal pvcs.,1,0.0,1,0,1
sinus rhythm with aberrantly conducted supraventricular complexes with interpolated pvc(s) with 1st degree a-v block,1,0.0,1,0,1
"missing lead(s): i,ii,iii,avr,avl,avf,v2,v3,v4,v5,v6",1,0.0,0,1,0
"missing lead(s): i,ii,avr,avl,avf,v1,v2,v3,v4,v5,v6",1,0.0,0,1,0
lead(s) unsuitable for analysis: ii avr v2 v3 v4 v5 v6,1,0.0,0,1,0
"missing lead(s): iii,avr,avl,avf,v1,v2,v3,v4,v5,v6",1,0.0,0,1,0
lead(s) unsuitable for analysis: ii iii avl avf v4,1,0.0,0,1,0
possible ectopic atrial tachycardia with fusion complexes,1,0.0,1,0,1
sinus bradycardia with aberrantly conducted supraventricular complexes with pvcs with 1st degree a-v block.,1,0.0,1,0,1
probable atrial tachycardia with frequent multifocal pvcs,1,0.0,1,0,1
sinus tachycardia with sinus arrhythmia with undetermined irregularity,1,0.0,1,0,0
possible atrial flutter with uncontrolled ventricular response with multifocal pvcs or aberrant ventricular conduction.,1,0.0,1,0,1
sinus bradycardia with fusion complexes with 1st degree a-v block,1,0.0,1,0,1
possible ectopic atrial bradycardia with frequent pvcs.,1,0.0,1,0,1
possible atrial flutter with multifocal interpolated pvcs or aberrant ventricular conduction,1,0.0,1,0,1
sinus rhythm with pacs with pvcs with 1st degree a-v block,1,0.0,1,0,1
sinus bradycardia with interpolated pvcs with pacs,1,0.0,1,0,1
probable atrial fibrillation with rapid ventricular response with paroxysmal idioventricular rhythm or aberrant ventricular conduction.,1,0.0,1,0,1
sinus bradycardia with aberrantly conducted supraventricular complexes with frequent multifocal pvcs.,1,0.0,1,0,1
sinus bradycardia with frequent pvcs with pac(s).,1,0.0,1,0,1
possible ectopic atrial rhythm with 2nd degree (mobitz ii) sa block,1,0.0,1,0,0
atrial flutter with variable a-v block with pvcs.,1,0.0,1,0,1
possible ectopic atrial tachycardia with intermittent conduction defect.,1,0.0,1,0,0
"lead(s) ii,avr,avf were not used for morphology analysis",1,0.0,0,1,0
lead(s) unsuitable for analysis: i iii avl v2 v3,1,0.0,0,1,0
partial missing lead(s): avr,1,0.0,0,1,0
lead(s) unsuitable for analysis: ii iii avr avf v4 v6,1,0.0,0,1,0
"nonspecific st depression, lateral leads",1,0.0,0,0,1
"anterolateral infarct, possibly acute",1,0.0,1,0,0
inferior and lateral st elevation- possible early repolarization,1,0.0,1,0,1
"partial missing lead(s): v1,v3",1,0.0,0,1,0
anterolateral st changes are probably due to ventricular hypertrophy,1,0.0,1,0,1
sinus rhythm with frequent multifocal pvcs with pacs with 1st degree a-v block,1,0.0,1,0,1
sinus rhythm with multifocal pvcs with occasional pacs.,1,0.0,1,0,1
lead(s) unsuitable for analysis: i iii avr avl v1 v2 v3 v4 v5 v6,1,0.0,0,1,0
